question,rag_answer,original_answer,document_id
Would it help to have an LLM split the document into sections instead of using plain chunks?,"Yes — it can help.

For the capstone project, a suggested approach is to **ask an LLM to split each document into logical sections, then index each section**. This is especially useful for long, structured documents.

That said, the guidance is to **iterate and evaluate** rather than assume it’s always better. A simple fixed-size chunking baseline is recommended first, then try smarter section-based chunking and see if retrieval improves on your ground-truth eval set.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"For long structured docs like legal or financial files, is it better to use hybrid search instead of only embeddings?","Yes — for long structured documents like legal or financial files, the context says it’s better to prefer **hybrid search (BM25 + dense embeddings)** rather than only embeddings, because exact wording matters and can get lost in purely semantic matching.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"What does reproducibility mean for the capstone project, and do reviewers need my API keys?","Reproducibility means a reviewer should be able to clone your repo and follow your README to rebuild and run the project from scratch using **their own credentials**.

So:

- **No, reviewers do not need your API keys.**
- **Never** put API keys or hosted-service credentials in the repo.
- Include:
  - a script or notebook to ingest the data and rebuild the search index locally
  - a `.env.example` with variable names only, no secret values
  - `.env` added to `.gitignore`
  - pinned dependency versions and the Python/Docker versions used

Use a low-cost model so reviewers don’t spend much when testing.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How should I set up my repo so someone can recreate the system from scratch without my credentials?,"Never put your API keys or other credentials in the repo.

Set it up so a reviewer can clone the repo and recreate the system using their **own** credentials:

- Include a script or notebook that ingests the data and rebuilds the index from scratch.
- Add a `.env.example` with the variable names only, no secret values.
- Tell users to create their own `.env` file locally, and keep `.env` in `.gitignore`.
- Pin dependency versions in `requirements.txt` or a lock file, and document the Python version and Docker version if relevant.
- Prefer a cheap model so reviewers don’t burn through credits.

","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
Do I need to include a script or notebook that builds the search index from the dataset?,Yes — you should include a script or notebook that ingests the dataset and rebuilds the search index locally.,"Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"What should I put in .env.example, and how do I keep real secrets out of the repo?","Put only the **variable names** in `.env.example`, with placeholder values or blanks, for example:

```env
OPENAI_API_KEY=
GROQ_API_KEY=
GEMINI_API_KEY=
```

To keep real secrets out of the repo:

- Put your actual keys in a local `.env` file.
- Add `.env` to `.gitignore`.
- Do **not** commit API keys or hosted-service credentials.
- For GitHub Codespaces, use **Codespaces secrets** instead of files in the repo.

If you use Python, load the local `.env` with `python-dotenv`.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
Which model and dependency setup should I use so reviewers can run the project cheaply and without version issues?,"Use a **cheap model** like **`gpt-4o-mini`** or **Groq**, so reviewers don’t burn credits.

For the dependency setup, **pin your versions** using either:

- `requirements.txt`, or
- `pyproject.toml` with a lock file

Also document the **Python version** you used, and **Docker version** too if applicable.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Do I really have to use Python for the homework and capstone, or can I build it in JavaScript/Go/Rust instead?","In most cases, **yes — use Python**. The course materials, examples, and reviewer expectations are Python-based, and that applies to **all homework and the final/capstone project**.

You *can* use another language or stack like **JavaScript, Go, or Rust**, but only if you have a strong reason. If you do, your submission needs **very thorough documentation** so it’s easy for the reviewer to reproduce and evaluate on Windows, macOS, and Linux.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"If I choose a non-Python stack for the project, what kind of README or setup instructions are expected?","If you use a non-Python stack, your README should be very thorough and assume the reviewer knows nothing about that language or ecosystem.

It should explain:
- how to install dependencies
- how to run the homework/project
- how to do this on Windows, macOS, and Linux

For example, a Go project should include steps like:

```bash
go mod tidy
go run .
```

The goal is to make the submission easy to reproduce and evaluate.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"Is it okay to use something like TypeScript, Java, Scala, C#, or R for the final project, and will that affect review?","Yes, you can use TypeScript, Java, Scala, C#, R, or another stack for the final/capstone project, but Python is the easiest and preferred path because the course materials and reviewer expectations are Python-based.

Using a non-Python language will not automatically invalidate your project, but it can affect review because it makes reproducibility and evaluation harder. If you choose another language, make sure your README is very thorough and explains how to install and run everything on Windows, macOS, and Linux so the reviewer can reproduce it easily.

","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"What should I include so a reviewer can run my project on Windows, macOS, and Linux if it isn't in Python?","You should include very thorough documentation in your README that explains how to install dependencies and run the project on:

- Windows
- macOS
- Linux

Since the reviewer may not know that language or ecosystem, make the steps easy to follow and reproducible.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"For a non-Python submission, how detailed do the install and run steps need to be so it’s still easy to check?","Your README should explain how to install dependencies and run the homework or project on **Windows, macOS, and Linux**. For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must be **very thorough** and still easy to reproduce and evaluate, assuming the reviewer has **no knowledge of that language or ecosystem**.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Where do I check out past LLM Zoomcamp capstone projects?,"You can browse previous LLM Zoomcamp capstone projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages include submitted repositories and examples of the expected scope and quality.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Is there a page with previous project submissions for LLM Zoomcamp?,"Yes — you can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages list submitted repositories and can help you understand the expected scope and quality of capstone projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Can I see examples of projects from the 2024 and 2025 LLM Zoomcamp cohorts?,"Yes — you can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Where are the submitted repos for old LLM Zoomcamp projects listed?,"The submitted repos for old LLM Zoomcamp projects are listed on the projects pages:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
How can I look at earlier capstone project submissions to get an idea of the expected scope?,"You can browse previous LLM Zoomcamp capstone submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These project pages show submitted repositories and should help you understand the expected scope and quality.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Do I have to announce my capstone project idea before I start working on it?,"No. You do not need to announce or reserve your capstone project idea before starting.

If you want feedback, you can ask in Slack.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"Is there any need to reserve a project topic for the capstone, or can I just begin?","No, you don’t need to reserve or announce a capstone topic before starting. You can just begin. If you want feedback, you can ask in Slack.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"Can I choose the same kind of project as someone else, or does my idea need to be unique?","Yes — similar topics are okay. Your idea does **not** need to be unique, and you do **not** need to reserve it first. As long as your implementation is your own and the submission meets the project requirements, you can choose the same kind of project as someone else.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"If I'm not sure about my capstone idea, where can I ask for feedback?","If you're not sure about your capstone idea, you can ask for feedback in **Slack**.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Should I check past capstone projects before picking my own topic?,"Yes — it’s a good idea to check past capstone projects before picking your own topic. You can browse previous submissions to understand the expected scope and quality:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

You do **not** need to announce or reserve your idea before starting. Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Can I take what we learned in this dlt workshop and apply it to my own capstone project?,"Yes — you can use what you learned in the dlt workshop for your own capstone project. Since dlt is open-source, the workshop content can be applied directly to projects, including capstones.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Is it okay to reuse the workshop content in other Zoomcamp projects, like MLOps?","Yes — the context says it’s okay to reuse the workshop content in other Zoomcamp projects, including MLOps, since dlt is open-source and can be used directly in other projects.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Since dlt is open source, am I allowed to use the materials in my own work?","Since dlt is open-source, you can use the workshop materials in your own work, including capstone projects and other projects. Feel free to use them directly.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
Can I share or reuse the workshop examples when I build my project?,"Yes — the workshop content is open-source, and you can use the workshop examples directly in your capstone project.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Is this workshop content meant only for class, or can I use it directly in real projects too?","Yes — you can use it directly in real projects too. Since dlt is open-source, the workshop content can be used for your capstone and other projects, not just for class. Feel free to use it and ask questions if needed.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
How do I initialize a new dlt project for loading files from cloud storage?,"Start with this command in your terminal:

```bash
dlt init filesystem duckdb
```

More details are available at: https://dlthub.com/docs/tutorial/filesystem","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
What command should I run to start a filesystem-to-duckdb dlt project?,"Run:

```bash
dlt init filesystem duckdb
```","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
I want to set up dlt for cloud file ingestion — what's the initial setup command?,"Start with this command:

```bash
dlt init filesystem duckdb
```

","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
How can I create a new dlt pipeline that loads from the filesystem into DuckDB?,"Start with this command on the command line:

```bash
dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
Is there a quick way to bootstrap a dlt project for filesystem source and DuckDB destination?,"Yes — you can bootstrap it with:

```bash
dlt init filesystem duckdb
```

This creates a new dlt project for loading from a filesystem source into DuckDB.","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
"Why do I get `FileNotFoundError: Table notion_pages___homework does not exist` when I try `db.open_table(""notion_pages___homework"")`?","The most likely reason is that your pipeline still has the old table name `employee_handbook` in some places, so `notion_pages___homework` was never created.

Make sure you changed **all** occurrences of `""employee_handbook""` to `""homework""` in your pipeline settings, then open the table again:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If you want to check what tables actually exist, use:

```python
db.table_names()
```

","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
"I changed the table name in one place, but the pipeline still says the homework table doesn’t exist — what am I missing?","You likely changed the table name in one place, but not everywhere. The pipeline still has an old reference to `""employee_handbook""` somewhere in the settings, so you need to replace all instances of it with `""homework""`.

","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
"How can I fix the `db.create_table(..., data)` error for `notion_pages___homework` in the dlt workshop?","The error usually means you didn’t replace all occurrences of `employee_handbook` with `homework` in your pipeline settings. Make sure the table is named correctly, e.g.:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If needed, also check the available table names with `db.table_names()`.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
Is there still some `employee_handbook` setting left somewhere if `notion_pages___homework` isn’t being created?,"Yes — the context suggests there may still be some `employee_handbook` references left in your pipeline settings. The issue is usually that not all instances of `""employee_handbook""` were changed to `""homework""`.

","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
What should I check in my pipeline config if opening `notion_pages___homework` fails right after renaming the dataset?,Check that you changed **all occurrences of `employee_handbook` to `homework`** in your pipeline settings.,"The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
"Why am I getting FileNotFoundError: Table notion_pages___homework does not exist when I run main(), and how do I fix it?","You’re getting that error because the code is trying to open a table named `notion_pages___homework`, but that table hasn’t been created under that name in your pipeline.

The usual cause in this workshop is that some occurrences of `""employee_handbook""` were not renamed to `""homework""` in the pipeline settings.

Fix:
- Make sure all table/dataset names were updated from `employee_handbook` to `homework`.
- In particular, use the correct table name when opening it:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If it still fails, double-check that the pipeline actually created that table with the same name.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
"In the dlt workshop, what should I put in line 3 if the table notion_pages___homework isn’t found?","Put this in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
"I keep seeing ""Please first call db.create_table(notion_pages___homework, data)"" — am I opening the wrong table name in main()?","Yes — the issue is usually that not all instances of the old table name were changed.

For this workshop, make sure you open:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If you still see `employee_handbook` anywhere in your pipeline/config, replace it with `homework`.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
How do I correctly open the Notion homework table so FileNotFoundError doesn’t happen?,"Open the correct table on line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If you open a different table name, you can get `FileNotFoundError`.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
What’s the right db.open_table call for the notion_pages___homework table in this assignment?,"Use:

```python
dbtable = db.open_table(""notion_pages___homework"")
```","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
How can I see all the tables in the database?,You can use the `db.table_names()` method to list all the tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
What method do I use to list the tables in my db?,Use the `db.table_names()` method.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
Is there a way to check which tables are available in the database?,You can use the `db.table_names()` method to list all the tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
How do I get the names of every table in the db?,You can use the `db.table_names()` method to list all the tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
Which function should I call to print out the table list?,Use the `db.table_names()` method to print out the table list.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
"Does dlt already support ClickHouse or StarRocks connectors, or are those missing for now?","DLT does **not currently support ClickHouse or StarRocks connectors**. Those connectors are **missing for now**, though the project is open to community contributions to add them.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
"Can I use dlt with ClickHouse or StarRocks today, or do I need to build a custom connector?","Currently, dlt does **not** have connectors for **ClickHouse** or **StarRocks**. So if you want to use those today, you’d need to build a **custom connector**.

The good news is that dlt is open to **community contributions** to add these connectors in the future.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
"Are there any official connectors in dlt for ClickHouse and StarRocks, or none at the moment?","Currently, dlt does not have official connectors for ClickHouse or StarRocks. It’s open to community contributions to add them.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
"If dlt doesn’t have ClickHouse or StarRocks connectors yet, is the project open to community contributions?",Yes — the project is open to community contributions to add ClickHouse or StarRocks connectors.,"Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
"Will ClickHouse or StarRocks support be added to dlt in the future, or is it only possible through contributions?","Currently, dlt does not have connectors for ClickHouse or StarRocks. The context only says it is open to community contributions to add them, so I don’t know of any official future support plan beyond contributions.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
Why am I getting a 401 Unauthorized error when my notebook tries to call the Notion API search endpoint?,"A 401 Unauthorized error usually means the notebook is not sending valid authentication to the Notion API.

Common fixes:
1. Check that you’re using the correct Notion API key/token.
2. Make sure the token has the required permissions and access.
3. Verify you’re calling the correct endpoint: `https://api.notion.com/v1/search`.
4. If the token may have expired, regenerate it and update the notebook.
5. Double-check any access/configuration settings for the integration.

If it still fails, review the Notion API docs and your authentication setup.","If you encounter this error, it typically indicates an authorization issue with the Notion API. Here’s how you can resolve it:

1. **Check API Key**: Ensure that you are using the correct API key with appropriate permissions.
2. **Verify API Endpoint**: Confirm that you are hitting the correct Notion API endpoint.
3. **Token Expiry**: Check if your token has expired and regenerate it if necessary.
4. **Configurations**: Double-check all access configurations in your application.

If the error persists, review the API documentation and make sure all necessary authentication steps are correctly implemented.",0dfba07ace
What should I check if my notebook says it has no secret access for api.notion.com/v1/search?,"Check that you’re using the correct Notion API key/token and that it has the needed permissions for the `api.notion.com/v1/search` endpoint. Also verify:

- the API endpoint is correct
- the token hasn’t expired
- all access/auth configurations are set properly

If it still fails, review the Notion API docs and authentication steps.","If you encounter this error, it typically indicates an authorization issue with the Notion API. Here’s how you can resolve it:

1. **Check API Key**: Ensure that you are using the correct API key with appropriate permissions.
2. **Verify API Endpoint**: Confirm that you are hitting the correct Notion API endpoint.
3. **Token Expiry**: Check if your token has expired and regenerate it if necessary.
4. **Configurations**: Double-check all access configurations in your application.

If the error persists, review the API documentation and make sure all necessary authentication steps are correctly implemented.",0dfba07ace
